,isbn,blue,green,red
44,0545646529,128.59170287433156,155.89676637700535,178.49711731283423
45,0618723412,145.51346982758622,164.95218211206895,189.6078259698276
46,1101934522,169.65458170572916,153.6685791015625,140.41048177083334
47,0698114272,204.62441770186336,212.6453804347826,213.6155376552795
48,1840890355,141.17254464285713,147.00941964285715,172.47075892857143
49,1433940736,23.564586292613637,72.9169034090909,160.85231711647728
50,0857632213,172.34577546296296,175.2666377314815,170.36974344135803
51,0375970819,132.3635631443299,129.58396423969072,100.33948131443299
52,0440867622,101.58098821989529,92.17756053664921,167.83618291884818
53,0689852606,72.64740953947368,104.28951480263157,108.25982730263158
54,0062189875,138.24866418393782,153.79906088082902,168.55833063471502
55,0192721364,123.26702949438203,149.96787219101122,171.89883251404495
56,061576911X,146.46239646084337,131.79000376506025,168.21041980421685
57,9715082343,63.38747176204819,69.91632153614458,151.03882718373495
58,1442459891,89.41799903100775,110.8483527131783,145.8763929263566
59,1633221601,137.7556271853147,119.6444493006993,73.14947552447552
60,0689813368,184.365283203125,203.3064453125,217.362255859375
61,8853007583,164.87581380208334,142.85103352864584,116.90486653645833
62,1609584546,83.45504744764398,93.67027977748691,142.10368946335078
63,1444005448,96.93401878238342,226.99983808290156,226.68454501295338
64,0062081950,245.06614332932693,244.93047626201923,244.92964993990384
65,068986566X,76.55256053664921,117.66115837696336,170.7472594895288
66,0448488388,121.84012124316939,135.12427424863387,133.66632513661202
67,0689837984,17.5377197265625,18.641682942708332,19.424072265625
68,044844691X,89.6763916015625,112.79398600260417,109.4808349609375
69,1404863672,74.36878109452736,95.7548585199005,168.64602767412936
70,0553539752,134.2125080541237,162.97982442010309,179.16116301546393
71,0547394233,142.7817046957672,163.12801752645504,156.28096064814815
72,0590430300,137.64479166666666,149.61323784722222,160.78628472222223
73,1847175589,147.5925715782123,180.64568784916202,208.93911487430168
74,1921150335,89.9480625,144.51025,127.6363125
75,1101917415,250.43899419398906,250.28449453551912,250.28688524590163
76,0439690439,233.6948506773399,232.65905942118226,235.60098522167488
77,1554535662,166.56927083333332,193.73078125,227.3071875
78,1481417894,152.28202024647888,192.03438600352112,219.99774427816902
79,1771471395,197.03688401442307,224.81129807692307,233.16038161057693
80,006113192X,148.11454586330936,166.92075089928056,185.06946942446044
81,0517605953,199.74053406084656,104.0893683862434,100.23144014550265
82,0590257218,114.01600796568627,119.27313112745098,117.47533700980392
83,0689830831,102.43840843023256,101.8641593992248,108.91902858527132
84,1935954326,119.43307023195877,91.42924452319588,89.7154880798969
85,1897476876,78.40701593137256,102.63817401960785,108.515625
86,0590673912,135.10945945945946,179.5059543918919,176.1647804054054
87,0226752283,186.79667771464648,191.60349589646464,224.13368055555554
88,883845020X,129.87533068783068,152.16203703703704,172.11830357142858
89,0316502936,181.16064453125,196.7423095703125,185.08428955078125
90,0060006552,102.92799707602339,135.327850877193,131.40021929824562
91,1584696079,118.713320035461,124.77687278368795,112.81754210992908
92,178285097X,104.92962449596774,103.25623739919355,97.23532006048387
93,1930900058,165.22123374277456,199.04633309248555,189.17869400289018
94,0944803466,241.84311810661765,242.37563189338235,242.33978630514707
95,0794500285,140.54879217791412,138.68783550613497,123.61244248466258
96,0399172300,87.07091655927834,107.55658021907216,167.40061211340208
97,8854117463,159.22986629353233,166.1590096393035,176.02514769900498
98,0307978966,146.6420589398734,189.38627373417722,199.76903678797467
99,1463426372,189.62594126506025,193.8613516566265,178.11648155120483
100,0142301930,175.38912799401197,202.03803330838323,210.37275449101796
101,0152985727,166.7796293218085,189.98113364361703,201.66522606382978
102,155111223X,112.04112468274111,103.50614689086295,89.8698048857868
103,1481458973,148.97016189759037,227.95448983433735,230.47637424698794
104,1553376838,48.01097790948276,71.93123653017241,108.20325969827586
105,0517519046,108.72112095771145,133.89233519900498,157.48317008706468
106,1405907754,95.36195866141732,99.25473671259843,177.4564468503937
107,0141312343,168.4238782051282,159.91670673076922,77.48433493589744
108,1478900067,152.12731626884423,163.37869032663318,160.40723146984925
109,061805152X,198.77112926136363,209.03616240530303,201.56042850378788
110,1405903120,110.50579470198676,90.02457574503312,56.38736548013245
111,0671432931,233.60639003537736,233.60639003537736,233.60639003537736
112,1589255062,137.0799521169355,111.59967237903226,103.74237651209677
113,0140309268,179.85394194162436,186.36048540609136,178.49623255076142
114,0525468269,149.39848139044943,155.77176966292134,175.7391151685393
115,0399231323,214.70432374338625,192.6517443783069,124.61652612433862
116,144131881X,113.98226610429448,123.80310582822086,130.23471050613497
117,073642718X,114.54552023121387,128.85558164739885,147.37206466763007
118,0030896908,96.6775390625,94.7130859375,112.5768359375
119,189450271X,241.573962602459,241.4262295081967,242.14862961065575
120,0545493234,99.73328293010752,98.46173555107526,170.8221186155914
121,0307987906,138.06401041666666,168.11661458333333,135.35927083333334
122,0316390607,196.7463395979021,222.58500874125875,226.5359484265734
123,055315205X,245.43812273550725,245.43812273550725,245.43812273550725
124,0671297651,222.25920482673268,239.7257889851485,232.1081760519802
125,0385386141,111.996826171875,120.92047119140625,122.08197021484375
126,1322058571,186.4867029671717,217.98374368686868,231.2945470328283
127,0877880204,150.27173913043478,154.48583074534162,185.79100349378882
128,0984131809,239.16702748493975,240.1460372740964,240.117093373494
129,1515733882,149.4656762295082,151.58990778688525,148.84801912568307
130,0689829337,110.3266447368421,134.45723684210526,148.0584292763158
131,0842339590,184.154296875,207.94474085365854,222.9457888719512
132,0486288285,182.1828506097561,189.82762957317073,174.82747713414633
133,1416990348,76.55837111398964,79.87293555699482,124.53238341968913
134,1442495286,185.99255514705882,195.35450367647059,203.3502757352941
135,0763635421,131.4264856557377,161.07421875,132.87602459016392
136,1481416286,62.367919921875,198.31488037109375,214.3046875
137,0060093250,93.72310855263157,100.25016447368421,102.1164884868421
138,0758614985,126.3478213028169,148.1345730633803,167.46720950704224
139,0553539043,215.82227678571428,166.9529017857143,26.530223214285716
140,0006933971,146.3181818181818,176.03401614832535,204.87526166267943
141,1614790329,120.35395220588235,159.45215992647059,180.4826286764706
142,076115860X,124.61041259765625,160.5115966796875,178.66351318359375
143,1471124126,196.25616455078125,204.33160400390625,202.77008056640625
144,1629722227,98.85230034722223,99.84366319444445,134.55013020833334
145,1935597086,116.39981379533678,150.41993199481865,170.60415317357513
146,0140505296,207.76553415697674,193.3448855377907,166.84724745639534
147,0545647711,180.3146875,191.79875,228.95213541666666
148,0525453679,93.30785845588235,104.2913143382353,117.7212775735294
149,1933605723,101.27301025390625,121.6754150390625,153.71148681640625
150,0060223871,88.33284422588832,163.1730647208122,221.3816227791878
151,0786820268,166.57982673267327,178.95018564356437,178.43626237623764
152,0060578505,99.5224609375,94.94134521484375,101.05926513671875
153,1481466275,81.37252390710383,100.75226263661202,183.13131830601094
154,1407157647,20.768742302955665,141.6588285098522,230.44550492610838
155,141699128X,139.58489046391753,153.71770296391753,123.73083118556701
156,0062324373,103.5279541015625,176.5587158203125,130.46746826171875
157,0843129646,24.15127840909091,155.74261363636364,204.48958333333334
158,1609079302,54.29717881944445,70.66987847222222,94.87144097222222
159,1403790000,243.43676035502958,243.45187684911244,243.46218565088756
160,0735817847,210.08415178571428,213.60424107142856,203.53497023809524
161,0434956260,73.90128580729167,84.93522135416667,92.10274251302083
162,014133164X,140.4645568502825,171.44716631355934,152.37327860169492
163,0689826117,126.28873305722891,176.70674887048193,164.15441453313252
164,0060266171,155.19440901360545,160.39700255102042,142.35863095238096
165,0763623458,230.07408854166667,239.31236979166667,240.96549479166666
166,0763626880,203.95194892473117,210.7635248655914,214.59522009408602
167,0061214531,169.34144736842106,198.50884046052633,199.8138157894737
168,0152058133,142.08106971153848,198.58966346153846,226.22355769230768
169,0060094613,186.8067787247475,192.00082859848484,206.80117582070707
170,0439179726,87.67106958762886,68.74810728092784,134.38228898195877
171,0763635839,149.76063829787233,174.90968528368793,159.73271276595744
172,0152863990,250.58152573529412,250.58152573529412,250.58152573529412
173,0679986634,210.76788194444444,211.71080729166667,214.55972222222223
174,0823404951,221.23395553691276,213.6691484899329,225.95364932885906
175,2070550710,244.51566913841808,244.51566913841808,244.51566913841808
176,0375837388,116.55846774193549,125.59395161290323,120.22530241935483
177,1934671142,149.78665561868686,140.99861900252526,109.10519255050505
178,9000033500,175.22261639030611,160.24410076530611,160.81887755102042
179,0147514908,89.07788584183673,186.55277423469389,199.0363919005102
180,061843125X,117.75126008064517,124.66028225806451,174.15131048387096
181,0807575216,134.73742988782053,153.17628205128204,168.55248397435898
182,141770487X,101.0684814453125,110.51363118489583,172.492919921875
183,0670762407,96.52540760869566,73.72561141304348,223.5164402173913
184,0792271181,107.51056547619048,171.7093005952381,175.83355654761905
185,0061456888,147.77950546116506,171.55241201456312,149.84913531553397
186,1936352311,119.43307023195877,91.42924452319588,89.7154880798969
187,1417675322,12.846174568965518,22.43111145320197,27.263277401477833
188,0152167013,133.02519311797752,172.6794680477528,222.5521418539326
189,1442436492,44.35139173497268,54.87961065573771,73.09912909836065
190,0142500658,56.444545628834355,63.884825536809814,83.96026648773007
191,0689829833,133.8206768134715,200.8724498056995,218.33330634715026
192,1847804977,114.55135995370371,139.27363040123456,164.10599922839506
193,0152002057,219.75438904494382,226.15914676966293,223.2890625
194,0224083856,73.1120942679558,208.04135013812154,206.83818197513813
195,0735227772,201.3951048951049,199.64931162587413,185.0806381118881
196,0439650623,77.54730504587155,99.21831995412845,149.81744552752295
197,0385618646,57.236208100558656,104.87901536312849,114.5858938547486
198,0307010880,232.29021434294873,236.70612980769232,235.99389022435898
199,0439951674,216.49688289141415,196.86004577020202,220.3816682449495
200,0743597524,49.62520032051282,65.02011217948719,147.2071314102564
201,141695841X,57.85012335526316,85.06739309210526,101.59975328947368
202,1605372943,218.19742716165413,219.5907542293233,218.00064614661653
203,006027476X,188.7017822265625,204.05938720703125,211.09613037109375
204,0545844851,111.20501893939394,146.08110795454544,127.8483428030303
205,0807594733,177.20692422945206,195.3349208047945,189.3113227739726
206,1584690720,98.83082217261905,153.89215959821428,184.91276041666666
207,0307980707,88.18053318298969,89.94132570876289,101.93129832474227
208,1845076443,181.72556818181818,178.85291193181817,139.94957386363637
209,0613258762,98.93912934491979,114.75534759358288,121.90395220588235
210,073936426X,251.3463260135135,247.97208614864866,243.25211148648648
211,0553487132,77.78869437172774,87.30174247382199,124.64373363874346
212,1935954458,134.5838575487013,159.35019277597402,146.8416193181818
213,0670187208,238.8584375,238.8584375,238.8584375
214,1465401768,231.4689513530928,231.4689513530928,231.4689513530928
215,3037345446,212.06133643617022,161.86095412234042,38.20615857712766
216,8925533804,48.955434355345915,78.16848466981132,119.08131878930817
217,1851459650,190.46310334158414,207.79269801980197,208.84235767326732
218,1896580831,108.95461956521739,160.04341032608696,157.7507472826087
219,0843108398,90.43505859375,95.8726806640625,101.02880859375
220,0385614926,218.66976472701148,219.21610093390805,224.9808728448276
221,1558583297,238.72113715277777,238.72113715277777,238.72113715277777
222,0670874027,164.60681996855345,200.6960495283019,213.77481328616352
223,0805094296,200.3252840909091,213.5009833916084,220.67946896853147
224,0207170282,219.03952891791045,219.6484375,217.7695895522388
225,1568462964,126.5446836890244,137.25419207317074,148.11604420731706
226,0759398739,223.04427083333334,212.304413377193,136.78490497076024
227,1448155193,62.82169117647059,85.8484709224599,70.73562834224599
228,1927018323,38.700625,66.80821428571429,84.69642857142857
229,1683307542,104.47733561197917,117.03214518229167,132.346923828125
230,0140502602,130.30230712890625,80.3775634765625,72.83050537109375
231,0385077173,86.9344140625,110.729765625,131.91953125
232,080756379X,138.62104430379748,142.528926028481,181.32634493670886
233,0590318799,107.57586348684211,129.19050164473686,154.68166118421053
234,1481403583,203.34928701456312,212.63698422330097,206.78837985436894
235,9753235828,59.8097725591716,67.69739275147928,126.58307137573965
236,0547346425,242.35870240066225,232.9727338576159,219.71637003311258
237,0811840786,155.9296875,141.99695361635222,117.35863797169812
238,1443119938,150.45654296875,201.95513916015625,179.2294921875
239,0375838821,56.876295336787564,77.5071243523316,60.85625809585492
240,0802852424,166.30671121987953,192.19460655120483,218.63860128012047
241,0525672214,244.89485205314008,244.89485205314008,244.89485205314008
242,0736426876,140.52701822916666,172.90059407552084,179.1964111328125
243,0552556777,104.89208156779661,167.39389124293785,192.1890007062147
244,0688164323,196.39110429447854,205.42853719325154,213.60980636503066
245,0794528597,77.3292236328125,105.85272216796875,31.27252197265625
246,1576878163,162.3844696969697,165.18497474747474,166.5094696969697
247,1619691469,140.83727525684932,123.37649828767124,136.470729880137
248,000747833X,83.78313301282051,112.11538461538461,194.48778044871796
249,076145392X,183.56461740654206,204.58433119158877,217.91603387850466
250,0603550819,83.73412828947369,133.72216282894738,174.39897203947368
251,1603400621,51.85224556010929,227.26472848360655,252.48779030054644
252,0892391588,104.34210278614458,138.83838478915663,144.40375564759037
253,0531058417,150.9267207278481,169.09849683544303,168.7016910601266
254,0547907257,111.56117021276596,172.80241578014184,191.64466976950354
255,082342023X,176.68276515151516,162.77140151515152,76.69308712121212
256,080698399X,134.60953021523179,105.18837955298014,191.84333609271522
257,0756655323,117.72094298245614,128.9929413377193,142.11938048245614
258,0439925444,174.67249053030304,173.15696022727272,171.05416666666667
259,0789434105,122.52178485576923,110.21925080128206,172.77634214743588
260,1423157230,64.402099609375,116.79931640625,131.52311197916666
261,3785580762,56.1196771978022,69.09791380494505,80.71771978021978
262,0440411238,172.66191302910053,180.06994047619048,192.41121031746033
263,0061138886,126.55901604729729,128.2454075168919,99.47123099662163
264,0152026517,159.21536075367646,126.57117417279412,82.3080193014706
265,1565548639,117.921922063253,153.87452936746988,185.20260730421685
266,0316590789,116.47234848484848,133.4678977272727,119.95989583333333
267,0805072330,140.0451525590551,113.87776820866142,104.92076771653544
268,1590171268,157.84465751262627,154.97241950757575,172.64973958333334
269,1101938730,126.71335078534031,135.36657395287958,138.06368619109946
270,0763668885,162.8824251033058,179.1377195247934,210.5706353305785
271,0763629626,237.5530919894366,238.3541483274648,241.43711487676057
272,0440864658,116.88741554054054,102.09721283783784,120.31452702702703
273,1570619522,202.2696533203125,180.75152587890625,98.17352294921875
274,1741149657,174.12678458121826,186.1412198604061,152.50055520304568
275,0874778271,115.6377840909091,146.61860795454547,166.88509537337663
276,0440849152,240.63206129807693,240.63206129807693,240.63206129807693
277,0525472444,66.8367919921875,180.1527099609375,191.181396484375
278,0192756796,107.43499755859375,114.91583251953125,86.665771484375
279,0689823223,227.6234375,219.77698317307693,201.63912259615384
280,1416900713,85.75689697265625,129.385009765625,122.57476806640625
281,0590445766,119.11781754032258,178.0006300403226,210.06258400537635
282,1599530376,156.1182861328125,183.694580078125,188.16204833984375
283,0394824725,198.23048878205128,207.94751602564102,215.82840544871794
284,887926270X,177.04434974747474,178.92108585858585,164.96831597222223
285,1771470771,213.80590160472974,218.79777238175674,205.04961993243242
286,0688166881,171.0451938291139,193.45831685126583,206.79366099683546
287,1479587206,141.62929918639054,168.1451553254438,169.71052144970415
288,1846437261,151.7982177734375,177.00103759765625,136.43414306640625
289,0140563156,141.51478970125785,184.22528498427673,176.68980935534591
290,0805092102,157.1198075457317,191.7953982469512,226.08517530487805
291,0152014160,205.37357536764705,218.8689338235294,231.69021139705882
292,0525469362,119.96246069182389,113.46457350628931,110.51061320754717
293,0152050825,203.40179550438597,222.3318941885965,223.78090734649123
294,0547428626,177.38082107843138,199.6608455882353,208.9351256127451
295,8522002827,236.37291393979058,236.37291393979058,236.37291393979058
296,0761323708,152.9462952044025,151.9277712264151,139.3161360062893
297,0140348344,77.8365720177665,188.25471922588832,202.82800602791878
298,0920303323,136.86563740079364,156.16710069444446,184.23270089285714
299,0152017178,90.35152243589744,97.06041666666667,110.00064102564103
300,1416926828,119.27418154761905,139.15238095238095,174.92090773809525
301,0525428038,196.95653609154928,199.3590448943662,206.10926496478874
302,0375806172,83.43292236328125,116.3037109375,152.80133056640625
303,0307120201,230.6610452586207,234.0800646551724,233.25964439655172
304,0062350161,156.15716552734375,170.93255615234375,189.73468017578125
305,0060587857,108.48789321192054,156.38705504966887,174.51650455298014
306,0805059830,55.29654153963415,82.09436928353658,98.8604706554878
307,0440409489,156.91170488165682,151.627912352071,106.6273576183432
308,1482688190,245.0477071005917,245.0477071005917,245.0477071005917
309,0316001228,137.10020559210525,173.90571546052632,150.30135690789473
310,0805078363,175.3597184065934,175.21231112637363,164.87135130494505
311,0141316403,182.615569760101,188.62574968434345,90.50627367424242
312,1127391313,169.1469840116279,178.79592114825581,200.18581940406978
313,0763647950,120.5847969890511,138.33371350364965,208.91001368613138
314,0689811381,159.94413836705203,149.3760838150289,173.95800216763007
315,0545206677,170.9133996212121,209.77007575757577,190.18229166666666
316,1574712179,56.29713834269663,80.20558286516854,94.31917134831461
317,0140567852,57.7837902607362,75.73571702453988,124.04500575153374
318,0763676713,177.60714934593022,213.2677143895349,223.7876090116279
319,1570918481,144.939765625,179.63609375,202.25859375
320,0060799854,140.80616155660377,184.48710200471697,203.76348761792454
321,0099503816,191.92140281593407,155.55902300824175,117.84168956043956
322,1554514576,79.69870923913044,166.0852581521739,181.553125
323,1876288981,158.58297217153284,195.8360515510949,229.4970916970803
324,0316126446,207.68885522959184,230.55086096938774,230.7803730867347
325,0307215555,109.2284149484536,120.2247100515464,130.56439271907217
326,1633223345,116.28497314453125,155.55731201171875,142.6995849609375
327,0671704451,242.3594674556213,242.3594674556213,242.3594674556213
328,0802854419,184.3889100609756,215.6211413871951,192.0069550304878
329,0688025757,241.00738245412845,243.4676748853211,242.02221903669724
330,0940406047,243.01990685096155,243.01990685096155,243.01990685096155
331,0590742434,134.2690829918033,157.71213285519124,170.9139344262295
332,1846160650,150.29750844594594,150.3203125,179.36524493243243
333,0062187899,181.65108235677084,201.9970703125,182.000244140625
334,0794529542,124.2685333029197,165.35310218978103,171.39176551094891
335,1416979476,136.60608552631578,117.43527960526316,69.04465460526316
336,033033283X,153.7825838414634,158.28044969512194,155.3625381097561
337,1444907735,131.36847694174756,143.2518203883495,102.2604672330097
338,0763644307,136.5164292279412,93.83898207720588,117.47173713235294
339,1467619868,95.24628798342542,129.43676622928177,100.96978591160222
340,0060827149,109.68985215053763,138.00911458333334,158.16460853494624
341,0374456119,249.59900914634147,249.59900914634147,249.59900914634147
342,0679874720,92.12927476415095,158.46501572327045,163.18533805031447
343,0982618425,66.32356418918918,90.55658783783784,87.80232263513514
344,0486216748,23.049798976608187,145.1592196637427,177.42379385964912
345,1585369586,61.622242647058826,136.29836856617646,162.8771063112745
346,1416905014,185.62028556034483,176.53353987068965,217.31550826149424
347,0823415139,129.35543592436974,113.07786239495799,117.51523109243698
348,1741260213,113.95448022959184,139.1969068877551,205.8916613520408
349,0307458040,114.01822916666667,124.26338420542636,113.92841569767442
350,0553269488,243.28493923611111,243.28493923611111,243.28493923611111
351,0976680580,83.61787373310811,139.2894847972973,168.89468961148648
352,0761314377,97.83439960629921,82.82720226377953,89.08858267716535
353,0867885483,160.44540028089887,143.85529318820224,146.84146769662922
354,044901410X,56.93212890625,65.8148193359375,66.9591064453125
355,006058940X,55.261962890625,169.50732421875,199.15277099609375
356,1584535512,228.79018450797872,230.30157081117022,230.58722573138297
357,0547912285,201.8433754280822,199.09899400684932,184.87045162671234
358,1426320809,98.25123031496064,162.19931102362204,160.35070127952756
359,1848778627,90.29858870967742,115.20206653225806,179.9390625
360,1609928318,183.09845966312056,208.24734042553192,197.73027482269504
361,0099432455,174.758984375,144.237060546875,173.94716796875
362,1854599119,60.5947265625,76.62646484375,192.2510986328125
363,0736434542,108.51326884920636,108.97275958994709,69.39037698412699
364,0531087646,58.7846875,110.92734375,132.27119791666667
365,0689845065,192.40510670731706,204.0778868140244,197.4394054878049
366,078681294X,96.8662109375,208.530712890625,173.50859375
367,0756637767,164.40022590361446,139.44211219879517,130.8695877259036
368,1592965733,43.174763997395836,58.074991861979164,68.87736002604167
369,0060280816,107.48431148373983,158.6157901422764,174.62322154471545
370,0027772608,244.10349264705883,244.10349264705883,244.10349264705883
371,080509699X,161.68898607336956,156.00271739130434,159.37215523097825
372,1557092788,65.94269469895288,95.10021269633508,106.59489528795811
373,1558583610,167.7333872126437,139.07731681034483,91.26338002873563
374,1596439602,58.52430555555556,60.049794823232325,67.29805871212122
375,0310712149,142.93337806748465,169.87567101226995,186.87274731595093
376,1554701414,156.77938741721854,181.29925496688742,196.87856995033113
377,0064405028,102.2194381476684,127.17608484455958,194.26890382124353
378,0916392430,220.96355671965318,222.09826589595374,220.8246477601156
379,9500285614,202.622711489899,195.21894728535352,187.07907196969697
380,0762408294,130.07185132575756,87.78823390151516,59.20525568181818
381,1842705512,146.23141571969697,141.36908143939394,137.66860006313132
382,0590424998,245.35148237179487,245.35148237179487,245.35148237179487
383,1419401084,239.0804357394366,238.94890698356807,238.95066754694835
384,0140342745,127.67354368932038,143.85763046116506,155.77779884708738
385,1880114011,150.12700648907105,146.94898394808743,156.81638490437157
386,0553480871,85.61128656914893,94.68617021276596,120.13277094414893
387,0553159232,121.5888671875,154.3924609375,179.826640625
388,0688170536,183.1984011627907,135.24261143410854,115.40588662790698
389,1442452048,150.3693728146853,194.42012674825176,201.25010926573427
390,1581178514,137.34680361675126,129.59779505076142,167.240918464467
391,014131642X,137.04567920918367,141.25011957908163,141.08171237244898
392,1429622008,153.49778891509433,154.6986291273585,142.54775943396226
393,031601818X,110.8113557449495,116.52126736111111,116.54300820707071
394,043986643X,231.72372581845238,233.36644345238096,239.9276878720238
395,1545100764,199.81988525390625,201.0914306640625,190.10992431640625
396,0375934251,199.723193359375,202.88544921875,180.288330078125
397,0736436030,131.50761088709677,124.55851814516129,123.51875
398,0439841194,73.0908938172043,89.59194388440861,121.73853326612904
399,0399254552,183.9802923387097,201.38160282258065,201.55136088709676
400,0547007035,195.98297119140625,215.1822509765625,227.887451171875
401,0156528207,210.1095880681818,224.73732244318182,220.6037997159091
402,1423112024,174.11697748655914,175.01398689516128,212.1726310483871
403,0395968674,123.30859375,147.08254716981133,142.10193101415095
404,0763607525,33.847836538461536,172.0623798076923,184.47776442307693
405,1444914898,139.25567626953125,160.54779052734375,185.75537109375
406,0688123198,60.59459821428572,131.45611607142857,112.87040178571428
407,1406313564,250.7150568181818,250.7150568181818,250.7150568181818
408,9792224874,90.03826632165605,103.44615843949045,118.87291003184713
409,0146003381,68.26469809322033,142.86943855932202,111.4689706920904
410,1585363413,166.13058997844828,134.81169181034483,115.19053071120689
411,0006753485,121.23008814102565,70.34567307692308,87.45324519230769
412,0761315950,114.16533203125,205.872265625,233.383349609375
413,1550418904,148.0542355371901,182.22469008264463,183.0316373966942
414,044041928X,74.86498503989361,66.30751329787235,35.13023603723404
415,0394825691,132.43459587696336,160.23866982984293,148.27372382198953
416,0792251105,130.85867327844312,154.3933383233533,137.06642964071855
417,0670062901,200.6983348540146,190.0205291970803,167.00028512773721
418,0553156845,235.08311170212767,235.42179188829786,235.40720578457447
419,1846430267,124.78284551056338,116.40190360915493,147.11278609154928
420,0803703449,71.31746720679013,92.79118441358025,111.41304976851852
421,0394906152,82.34881981382979,116.59678357712765,109.84620179521276
422,0590256092,234.08245933219177,234.95189426369862,244.18707191780823
423,0989341488,82.54539262820512,93.28541666666666,98.04190705128205
424,0765342413,109.02717752659575,114.81075465425532,128.63210605053192
425,0857534386,104.72810190886699,111.95770474137932,123.56146089901478
426,0312384548,141.35915677374302,175.658781424581,177.0285439944134
427,1454914912,213.99250919117648,202.44246323529413,182.2784926470588
428,0439887046,195.11065673828125,184.2802734375,229.9896240234375
429,0062381180,106.18764880952381,97.67403273809524,49.841815476190476
430,0316247987,109.49706514550265,147.29121197089947,94.85548941798942
431,1550379828,160.01959228515625,173.86639404296875,195.17431640625
432,0805071490,77.09700520833333,78.88395182291667,72.7960205078125
433,009943363X,144.57283893034827,194.50206001243782,175.96824471393035
434,0544535359,189.4554993872549,193.89476102941177,155.0458792892157
435,0689852797,137.22859652366864,149.0916697485207,162.64996301775147
436,0789310635,104.89302201704545,72.4271573153409,171.4904119318182
437,0789479060,197.47113853503186,211.55841958598725,214.53338972929936
438,0385743998,164.73449581185568,157.72688466494844,145.39030283505156
439,0525472193,187.7805723852041,181.5958625637755,180.08589764030611
440,0982687036,85.37177507267442,88.25935683139535,142.5001362645349
441,1941367070,147.37409855769232,147.93389423076923,69.02614182692308
442,0192728962,103.09926237309645,92.3347081218274,118.3665133248731
443,1590179927,172.8978271484375,193.36163330078125,232.5941162109375
444,1846868998,92.096923828125,173.1849365234375,210.75553385416666
445,159078457X,155.32676016566265,124.08410203313252,85.14631965361446
446,0439073316,89.26212121212122,164.1109375,210.9920928030303
447,0439456991,125.0769322519084,173.15929150763358,190.34947519083968
448,1561486930,146.7824954710145,99.83933423913044,72.19899230072464
449,8809818059,155.84082532051283,148.93313301282052,219.42740384615385
450,140521774X,74.91805460164835,73.45694539835165,80.9609375
451,0439799392,240.03222017973857,242.91002859477123,248.09180964052288
452,0590736353,246.61909993489584,246.61909993489584,246.61909993489584
453,0811863565,186.59161376953125,178.98565673828125,86.934326171875
454,0679979379,43.65355282738095,64.49251302083333,93.744140625
455,0810942429,151.6812106918239,160.83883647798743,172.46653891509433
